day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
6,2020,08,01,2020-08-01,78.3,65.4,1012.5,10.0,1.1,6.0,999.9,88.0,70.0,0.78,999.9,0,375
7,2020,08,02,2020-08-02,80.7,72.3,1012.8,10.0,3.9,8.0,15.9,89.1,71.1,0.0,999.9,0,286
1,2020,08,03,2020-08-03,82.8,66.4,1014.6,10.0,4.3,8.0,15.9,89.1,75.9,0.0,999.9,0,353
2,2020,08,04,2020-08-04,74.7,70.2,1013.4,6.9,5.3,20.0,38.1,84.0,69.8,0.61,999.9,1,451
3,2020,08,05,2020-08-05,78.9,65.2,1015.0,10.0,4.4,8.9,15.0,86.0,70.0,0.48,999.9,0,345
4,2020,08,06,2020-08-06,76.0,61.3,1018.7,10.0,2.1,6.0,999.9,86.0,71.1,0.0,999.9,0,356
5,2020,08,07,2020-08-07,73.2,63.2,1019.7,8.2,3.1,7.0,999.9,82.0,66.0,0.19,999.9,0,337
6,2020,08,08,2020-08-08,73.5,68.4,1020.4,7.4,2.7,8.9,999.9,82.9,66.0,0.27,999.9,0,260
7,2020,08,09,2020-08-09,77.5,68.9,1019.4,9.6,2.3,8.0,999.9,87.1,68.0,0.0,999.9,0,283
1,2020,08,10,2020-08-10,81.9,70.8,1016.5,9.7,3.9,7.0,999.9,91.9,72.0,0.0,999.9,0,320
2,2020,08,11,2020-08-11,81.6,72.6,1014.5,9.9,3.0,6.0,999.9,91.9,75.9,0.0,999.9,0,317
3,2020,08,12,2020-08-12,80.2,74.0,1015.4,7.5,2.5,7.0,15.0,88.0,71.6,0.0,999.9,1,293
4,2020,08,13,2020-08-13,76.4,70.5,1018.2,8.6,1.6,6.0,999.9,90.0,72.0,1.76,999.9,0,275
5,2020,08,14,2020-08-14,78.1,66.4,1016.5,9.4,4.3,8.0,15.0,86.0,72.0,0.24,999.9,0,344
6,2020,08,15,2020-08-15,76.6,60.4,1015.8,10.0,5.4,8.9,15.9,86.0,71.1,0.0,999.9,0,313
7,2020,08,16,2020-08-16,69.4,63.5,1015.3,7.7,6.8,11.1,20.0,73.9,66.2,0.06,999.9,0,279
1,2020,08,17,2020-08-17,71.1,61.4,1012.7,10.0,3.1,8.0,999.9,81.0,64.0,0.15,999.9,0,288
2,2020,08,18,2020-08-18,71.3,62.0,1010.8,8.5,2.7,8.9,20.0,82.0,63.0,0.34,999.9,0,311
3,2020,08,19,2020-08-19,71.3,60.9,1012.8,9.4,2.1,6.0,999.9,82.0,63.0,0.01,999.9,0,286
4,2020,08,20,2020-08-20,71.5,53.9,1017.0,10.0,2.3,6.0,999.9,79.0,62.1,0.13,999.9,0,306
5,2020,08,21,2020-08-21,74.6,62.0,1014.7,10.0,4.6,8.0,15.0,82.9,62.1,0.0,999.9,0,348
6,2020,08,22,2020-08-22,79.1,67.3,1013.2,10.0,3.7,8.0,999.9,88.0,68.0,0.0,999.9,0,328
7,2020,08,23,2020-08-23,79.0,68.7,1016.6,10.0,2.6,6.0,999.9,88.0,73.0,0.0,999.9,0,316
1,2020,08,24,2020-08-24,81.2,68.8,1015.6,10.0,2.5,6.0,999.9,90.0,73.9,0.0,999.9,0,320
2,2020,08,25,2020-08-25,80.5,66.5,1010.2,9.7,4.4,18.1,29.9,90.0,71.1,0.0,999.9,1,286
3,2020,08,26,2020-08-26,72.3,52.7,1012.8,10.0,6.0,8.9,19.0,89.1,66.9,0.36,999.9,0,310
4,2020,08,27,2020-08-27,76.8,62.1,1009.0,9.8,3.2,12.0,24.1,90.0,66.0,0.06,999.9,0,343
5,2020,08,28,2020-08-28,76.1,65.9,1008.9,9.5,2.7,8.9,19.0,90.0,66.0,0.36,999.9,1,306
6,2020,08,29,2020-08-29,75.5,70.3,1003.5,10.0,3.4,7.0,15.9,84.9,71.1,0.0,999.9,0,291
7,2020,08,30,2020-08-30,74.0,56.3,1004.7,10.0,6.8,11.1,19.0,81.0,66.9,0.01,999.9,0,303
1,2020,08,31,2020-08-31,69.7,54.0,1017.2,10.0,3.3,8.0,999.9,79.0,63.0,0.0,999.9,0,294
2,2020,09,01,2020-09-01,70.9,63.8,1019.4,8.5,3.3,8.0,15.0,77.0,63.0,0.12,999.9,0,337
3,2020,09,02,2020-09-02,73.1,69.0,1014.0,8.0,2.9,6.0,999.9,79.0,66.0,0.16,999.9,0,309
4,2020,09,03,2020-09-03,77.5,65.6,1008.9,9.1,2.8,6.0,999.9,84.9,69.1,0.09,999.9,0,363
5,2020,09,04,2020-09-04,75.6,64.6,1011.1,7.1,3.9,8.9,15.0,84.9,69.1,0.71,999.9,0,383
6,2020,09,05,2020-09-05,72.3,49.8,1020.2,10.0,3.0,7.0,999.9,84.9,64.9,0.0,999.9,0,362
7,2020,09,06,2020-09-06,72.6,56.0,1021.4,10.0,3.0,5.1,999.9,82.0,64.9,0.0,999.9,0,293
1,2020,09,07,2020-09-07,72.4,60.7,1019.3,10.0,2.7,6.0,999.9,82.0,66.0,0.0,999.9,0,295
2,2020,09,08,2020-09-08,74.1,63.7,1020.2,10.0,1.5,6.0,999.9,84.0,66.0,0.0,999.9,0,337
3,2020,09,09,2020-09-09,74.1,66.6,1024.3,10.0,1.9,5.1,999.9,84.0,68.0,0.0,999.9,0,292
4,2020,09,10,2020-09-10,76.2,72.0,1023.7,7.6,2.9,5.1,999.9,82.0,69.1,0.29,999.9,1,347
5,2020,09,11,2020-09-11,73.4,65.9,1021.1,8.0,4.0,8.9,15.9,75.9,69.8,0.91,999.9,1,351
6,2020,09,12,2020-09-12,66.6,54.3,1025.4,10.0,5.1,8.0,999.9,75.9,61.0,0.0,999.9,0,304
7,2020,09,13,2020-09-13,67.7,60.0,1021.3,10.0,2.5,7.0,15.9,73.9,61.0,0.0,999.9,0,245
1,2020,09,14,2020-09-14,71.8,57.5,1018.4,10.0,3.5,7.0,18.1,75.0,61.0,0.0,999.9,0,289
2,2020,09,15,2020-09-15,60.3,41.7,1025.7,10.0,3.9,9.9,19.0,75.0,54.0,0.0,999.9,0,301
3,2020,09,16,2020-09-16,63.0,51.3,1023.6,10.0,2.2,8.0,999.9,70.0,54.0,0.0,999.9,0,307
4,2020,09,17,2020-09-17,68.5,59.6,1017.3,10.0,2.3,7.0,999.9,75.0,55.9,0.0,999.9,0,322
5,2020,09,18,2020-09-18,66.6,54.4,1014.5,10.0,5.4,9.9,18.1,75.0,61.0,0.0,999.9,0,341
6,2020,09,19,2020-09-19,57.2,30.7,1024.8,10.0,6.9,13.0,22.9,70.0,50.0,0.0,999.9,0,330
7,2020,09,20,2020-09-20,56.1,29.3,1031.4,10.0,5.7,8.9,15.9,64.9,50.0,0.0,999.9,0,275
1,2020,09,21,2020-09-21,56.8,34.7,1033.7,10.0,4.0,8.9,19.0,64.9,48.9,0.0,999.9,0,310
2,2020,09,22,2020-09-22,59.4,36.3,1021.4,10.0,3.1,6.0,15.9,71.1,48.0,0.0,999.9,0,307
3,2020,09,23,2020-09-23,67.3,45.6,1011.5,10.0,5.0,12.0,19.0,79.0,48.0,0.0,999.9,0,356
4,2020,09,24,2020-09-24,69.2,52.3,1014.5,10.0,2.2,5.1,999.9,79.0,57.0,0.0,999.9,0,297
5,2020,09,25,2020-09-25,69.1,57.8,1018.0,8.2,1.5,5.1,999.9,77.0,62.1,0.0,999.9,0,348
6,2020,09,26,2020-09-26,69.1,61.3,1018.9,9.4,2.7,6.0,999.9,77.0,62.1,0.0,999.9,0,330
7,2020,09,27,2020-09-27,71.9,65.4,1015.7,9.3,2.4,5.1,999.9,79.0,64.9,0.0,999.9,0,315
1,2020,09,28,2020-09-28,72.2,67.1,1012.6,8.5,2.4,6.0,999.9,79.0,66.9,0.05,999.9,0,300
2,2020,09,29,2020-09-29,70.5,66.1,1011.5,8.4,2.7,6.0,999.9,77.0,66.9,0.02,999.9,0,317
3,2020,09,30,2020-09-30,66.6,58.7,1006.4,7.2,5.6,9.9,24.1,73.9,60.1,1.61,999.9,1,347
4,2020,10,01,2020-10-01,64.3,50.3,1012.1,10.0,4.0,8.0,18.1,72.0,60.1,1.14,999.9,0,332
5,2020,10,02,2020-10-02,60.4,48.2,1014.8,9.7,3.1,6.0,999.9,72.0,55.0,0.02,999.9,0,350
6,2020,10,03,2020-10-03,58.7,42.2,1020.8,10.0,4.1,8.0,999.9,66.0,52.0,0.02,999.9,0,323
7,2020,10,04,2020-10-04,58.2,44.7,1023.7,10.0,3.4,7.0,999.9,66.9,51.1,0.0,999.9,0,269
1,2020,10,05,2020-10-05,60.5,48.5,1019.9,10.0,2.4,5.1,999.9,70.0,51.1,0.0,999.9,0,302
2,2020,10,06,2020-10-06,62.2,50.8,1019.4,10.0,2.2,5.1,14.0,70.0,53.1,0.0,999.9,0,325
3,2020,10,07,2020-10-07,65.3,51.4,1008.4,9.8,6.9,11.1,24.1,73.9,57.0,0.0,999.9,0,308
4,2020,10,08,2020-10-08,59.8,39.9,1012.7,10.0,7.4,11.1,20.0,73.9,55.0,0.02,999.9,0,332
5,2020,10,09,2020-10-09,58.6,40.3,1021.2,10.0,2.3,6.0,999.9,69.1,50.0,0.0,999.9,0,330
6,2020,10,10,2020-10-10,64.1,52.1,1016.6,10.0,4.7,8.0,18.1,71.1,50.0,0.0,999.9,0,277
7,2020,10,11,2020-10-11,64.8,54.5,1017.3,10.0,5.1,8.9,18.1,71.1,57.9,0.0,999.9,0,248
1,2020,10,12,2020-10-12,53.6,50.0,1021.8,6.1,7.2,14.0,25.1,66.9,48.9,0.2,999.9,0,323
2,2020,10,13,2020-10-13,55.3,53.5,1012.7,4.7,6.7,11.1,18.1,57.9,48.9,0.94,999.9,0,323
3,2020,10,14,2020-10-14,58.3,46.3,1014.2,10.0,3.5,7.0,999.9,66.9,50.0,0.16,999.9,0,333
4,2020,10,15,2020-10-15,63.3,51.4,1015.6,10.0,4.3,8.9,21.0,71.1,50.0,0.0,999.9,0,311
5,2020,10,16,2020-10-16,59.0,55.0,1017.1,7.8,3.0,9.9,15.9,66.0,50.0,0.0,999.9,1,304
6,2020,10,17,2020-10-17,50.6,38.5,1023.9,9.6,4.0,8.0,999.9,66.0,44.1,1.37,999.9,0,335
7,2020,10,18,2020-10-18,53.3,40.8,1030.6,10.0,2.5,8.9,18.1,62.1,44.1,0.01,999.9,0,305
1,2020,10,19,2020-10-19,57.3,50.2,1027.3,10.0,2.3,7.0,999.9,64.9,46.0,0.0,999.9,0,276
2,2020,10,20,2020-10-20,62.6,58.9,1024.1,8.4,2.2,4.1,999.9,71.1,51.1,0.0,999.9,0,336
3,2020,10,21,2020-10-21,63.4,61.3,1024.4,6.5,1.1,4.1,999.9,71.1,57.0,0.0,999.9,0,338
4,2020,10,22,2020-10-22,65.8,63.1,1023.6,4.8,0.9,4.1,999.9,68.0,59.0,0.0,999.9,0,264
5,2020,10,23,2020-10-23,64.8,62.0,1021.8,5.9,0.9,5.1,999.9,68.0,62.6,0.0,999.9,0,337
6,2020,10,24,2020-10-24,64.2,56.9,1014.2,9.9,2.9,8.0,17.1,69.1,57.0,0.0,999.9,0,301
7,2020,10,25,2020-10-25,49.5,35.0,1022.0,10.0,5.6,8.9,15.0,69.1,45.0,0.0,999.9,0,281
1,2020,10,26,2020-10-26,53.4,50.9,1022.9,5.3,3.9,8.9,15.0,57.9,45.0,0.02,999.9,0,314
2,2020,10,27,2020-10-27,56.6,51.2,1020.5,6.7,2.6,7.0,14.0,59.0,51.1,0.02,999.9,1,262
3,2020,10,28,2020-10-28,54.2,48.4,1017.8,7.2,1.9,7.0,999.9,57.0,51.8,0.04,999.9,0,309
4,2020,10,29,2020-10-29,52.4,48.0,1011.4,6.6,5.7,13.0,26.0,57.0,46.9,0.1,999.9,0,334
5,2020,10,30,2020-10-30,42.4,39.1,1010.8,6.7,7.7,13.0,24.1,55.9,37.9,1.93,999.9,0,394
6,2020,10,31,2020-10-31,39.0,29.8,1030.6,10.0,2.8,6.0,999.9,46.9,32.0,0.21,999.9,0,334
7,2020,11,01,2020-11-01,49.3,39.7,1021.8,8.8,3.6,11.1,20.0,55.0,32.0,0.0,999.9,0,308
1,2020,11,02,2020-11-02,43.0,24.9,1008.7,9.6,9.8,18.1,35.0,55.0,37.9,0.4,999.9,0,327
2,2020,11,03,2020-11-03,45.7,25.8,1014.2,10.0,8.0,12.0,25.1,53.1,37.9,0.0,999.9,0,285
3,2020,11,04,2020-11-04,50.7,34.9,1029.5,10.0,3.2,7.0,999.9,62.1,39.9,0.0,999.9,0,302
4,2020,11,05,2020-11-05,57.8,47.8,1029.7,9.5,3.9,8.0,18.1,66.9,39.9,0.0,999.9,0,357
5,2020,11,06,2020-11-06,61.9,48.0,1025.1,10.0,3.7,8.0,999.9,70.0,52.0,0.0,999.9,0,365
6,2020,11,07,2020-11-07,64.2,43.3,1024.0,10.0,3.2,6.0,999.9,73.9,55.9,0.0,999.9,0,329
7,2020,11,08,2020-11-08,65.0,42.9,1026.6,9.9,2.3,6.0,999.9,75.0,55.9,0.0,999.9,0,326
1,2020,11,09,2020-11-09,63.2,45.4,1026.6,8.9,0.8,4.1,999.9,75.0,54.0,0.0,999.9,0,318
2,2020,11,10,2020-11-10,65.5,55.5,1022.7,9.7,4.1,8.0,15.0,75.0,54.0,0.0,999.9,0,343
3,2020,11,11,2020-11-11,67.1,62.2,1018.3,8.9,3.1,7.0,999.9,73.9,60.1,0.0,999.9,0,300
4,2020,11,12,2020-11-12,59.9,56.7,1014.7,5.8,4.4,8.9,19.0,72.0,46.0,0.9,999.9,0,327
5,2020,11,13,2020-11-13,48.5,43.6,1016.3,6.3,4.3,9.9,15.9,50.0,46.9,0.14,999.9,0,391
6,2020,11,14,2020-11-14,48.2,32.6,1019.2,10.0,4.0,8.0,17.1,52.0,44.1,0.17,999.9,0,298
7,2020,11,15,2020-11-15,49.7,36.0,1019.7,10.0,5.5,12.0,32.1,62.1,41.0,0.0,999.9,0,251
1,2020,11,16,2020-11-16,52.0,30.8,1011.7,9.6,6.7,20.0,35.9,64.0,41.0,0.07,999.9,0,305
2,2020,11,17,2020-11-17,45.7,25.8,1014.5,10.0,5.4,12.0,19.0,55.0,41.0,0.0,999.9,0,261
3,2020,11,18,2020-11-18,34.8,15.0,1027.5,10.0,9.1,15.0,27.0,50.0,32.0,0.0,999.9,0,295
4,2020,11,19,2020-11-19,37.1,18.5,1034.4,10.0,3.8,8.0,15.9,48.0,30.0,0.0,999.9,0,279
5,2020,11,20,2020-11-20,51.2,32.0,1027.5,10.0,5.3,11.1,19.0,63.0,30.0,0.0,999.9,0,358
6,2020,11,21,2020-11-21,57.8,35.5,1025.9,10.0,3.9,9.9,15.9,64.0,45.0,0.0,999.9,0,314
7,2020,11,22,2020-11-22,48.5,35.2,1029.5,10.0,6.4,8.9,17.1,64.0,44.1,0.0,999.9,0,222
1,2020,11,23,2020-11-23,53.3,44.5,1015.8,8.2,6.3,17.1,29.9,60.8,43.0,0.39,999.9,0,298
2,2020,11,24,2020-11-24,44.1,26.5,1024.5,10.0,5.5,11.1,17.1,60.1,41.0,0.15,999.9,0,324
3,2020,11,25,2020-11-25,48.6,32.6,1027.2,10.0,3.6,7.0,999.9,55.9,41.0,0.0,999.9,0,276
4,2020,11,26,2020-11-26,58.6,50.7,1017.6,8.2,4.1,8.9,15.0,64.9,45.0,0.71,999.9,0,203
5,2020,11,27,2020-11-27,56.7,44.5,1016.9,10.0,2.3,7.0,999.9,64.9,51.1,0.08,999.9,0,279
6,2020,11,28,2020-11-28,51.4,35.4,1015.1,10.0,4.1,8.0,15.0,63.0,48.0,0.0,999.9,0,239
7,2020,11,29,2020-11-29,47.0,26.1,1019.7,10.0,2.6,6.0,999.9,55.9,41.0,0.0,999.9,0,248
1,2020,11,30,2020-11-30,55.5,45.6,1010.4,6.6,4.8,13.0,28.0,63.0,41.0,0.0,999.9,1,301
2,2020,12,01,2020-12-01,53.1,44.6,999.9,9.5,5.3,17.1,28.0,63.0,42.1,0.98,999.9,0,269
3,2020,12,02,2020-12-02,39.6,25.6,1011.9,10.0,8.5,14.0,27.0,43.0,36.0,0.0,999.9,0,235
4,2020,12,03,2020-12-03,41.0,23.0,1021.2,10.0,6.2,11.1,21.0,50.0,35.1,0.0,999.9,0,252
5,2020,12,04,2020-12-04,48.2,30.6,1018.0,10.0,5.2,8.9,20.0,52.0,35.1,0.0,999.9,0,372
6,2020,12,05,2020-12-05,44.1,38.8,1007.5,7.0,6.3,13.0,29.9,52.0,39.9,0.81,999.9,0,278
7,2020,12,06,2020-12-06,37.8,21.7,1008.4,10.0,9.6,15.9,26.0,46.9,35.1,0.32,999.9,0,241
1,2020,12,07,2020-12-07,34.8,19.4,1008.7,10.0,5.3,8.9,15.0,39.9,32.0,0.0,999.9,0,281
2,2020,12,08,2020-12-08,32.5,19.8,1007.0,10.0,7.3,11.1,18.1,39.9,30.0,0.0,999.9,0,282
3,2020,12,09,2020-12-09,34.1,21.6,1009.9,8.7,6.5,13.0,21.0,37.9,30.0,0.0,999.9,1,280
4,2020,12,10,2020-12-10,41.2,29.7,1015.0,9.2,5.7,12.0,20.0,48.9,30.9,0.05,999.9,0,311
5,2020,12,11,2020-12-11,46.4,33.2,1021.8,9.3,2.4,7.0,15.9,57.0,36.0,0.0,999.9,0,348
6,2020,12,12,2020-12-12,51.2,44.8,1019.1,6.6,3.6,8.9,15.0,57.0,39.0,0.0,999.9,0,285
7,2020,12,13,2020-12-13,55.4,44.2,1013.9,9.9,5.9,9.9,17.1,62.1,46.0,0.0,999.9,0,265
1,2020,12,14,2020-12-14,41.7,33.0,1014.5,8.7,3.3,8.0,999.9,62.1,35.1,0.0,999.9,0,250
2,2020,12,15,2020-12-15,35.8,18.1,1021.7,10.0,7.3,11.1,19.0,46.9,33.1,0.26,999.9,0,315
3,2020,12,16,2020-12-16,28.8,12.2,1027.8,8.5,8.5,19.0,29.9,39.0,24.1,0.0,999.9,1,341
4,2020,12,17,2020-12-17,27.7,22.3,1012.8,3.7,10.1,18.1,33.0,33.1,24.1,1.43,999.9,1,233
5,2020,12,18,2020-12-18,27.5,16.2,1023.2,10.0,5.9,8.9,999.9,33.1,24.1,0.09,9.1,0,278
6,2020,12,19,2020-12-19,26.2,14.0,1028.5,10.0,2.7,8.0,999.9,32.0,19.9,0.0,7.9,0,251
7,2020,12,20,2020-12-20,34.2,22.3,1022.7,8.9,2.5,8.9,15.0,39.9,19.9,0.0,7.1,0,194
1,2020,12,21,2020-12-21,40.5,33.3,1011.1,6.8,2.1,7.0,999.9,46.0,30.9,0.01,5.9,0,268
2,2020,12,22,2020-12-22,41.3,30.4,1008.1,7.1,5.4,11.1,21.0,46.0,37.0,0.0,5.1,0,320
3,2020,12,23,2020-12-23,40.5,22.5,1025.6,10.0,4.8,8.9,17.1,46.0,36.0,0.0,3.1,0,360
4,2020,12,24,2020-12-24,50.9,42.6,1022.1,9.7,6.1,12.0,24.1,57.9,36.0,0.0,2.0,0,315
5,2020,12,25,2020-12-25,53.7,49.6,1001.6,6.6,9.8,18.1,39.0,61.0,36.0,0.95,1.2,1,168
6,2020,12,26,2020-12-26,28.8,13.9,1010.6,10.0,9.1,15.0,25.1,35.1,24.1,0.21,999.9,0,226
7,2020,12,27,2020-12-27,29.5,14.5,1022.5,10.0,4.2,8.9,14.0,37.0,24.1,0.0,999.9,0,184
1,2020,12,28,2020-12-28,42.3,28.7,1022.3,10.0,4.1,6.0,15.0,50.0,24.1,0.0,999.9,0,217
2,2020,12,29,2020-12-29,39.2,18.2,1025.6,10.0,8.1,15.0,22.9,50.0,34.0,0.0,999.9,0,244
3,2020,12,30,2020-12-30,33.4,15.3,1030.4,10.0,3.9,11.1,17.1,43.0,28.0,0.0,999.9,0,238
4,2020,12,31,2020-12-31,43.9,33.8,1019.1,8.3,5.5,11.1,22.9,48.0,28.0,0.09,999.9,0,278
5,2021,01,01,2021-01-01,36.5,24.6,1030.1,9.8,4.4,8.9,999.9,48.0,33.1,0.39,999.9,0,257
6,2021,01,02,2021-01-02,41.5,35.3,1012.8,5.9,6.2,9.9,21.0,51.1,33.1,0.67,999.9,0,220
7,2021,01,03,2021-01-03,36.6,29.9,1018.0,8.4,6.7,12.0,22.0,51.1,34.0,0.05,999.9,0,186
1,2021,01,04,2021-01-04,37.7,32.1,1014.5,9.2,5.3,11.1,18.1,43.0,34.0,0.24,999.9,0,242
2,2021,01,05,2021-01-05,38.4,29.6,1013.1,10.0,3.9,7.0,999.9,43.0,35.1,0.02,999.9,0,228
3,2021,01,06,2021-01-06,37.4,26.5,1014.4,10.0,6.4,15.0,22.0,42.1,35.1,0.0,999.9,0,220
4,2021,01,07,2021-01-07,35.3,20.6,1018.0,10.0,7.2,11.1,18.1,41.0,30.9,0.0,999.9,0,285
5,2021,01,08,2021-01-08,32.0,19.5,1016.4,10.0,4.5,8.9,999.9,41.0,27.0,0.0,999.9,0,272
6,2021,01,09,2021-01-09,30.7,14.9,1011.6,10.0,6.0,13.0,24.1,37.0,24.1,0.0,999.9,0,244
7,2021,01,10,2021-01-10,34.1,16.8,1019.9,10.0,4.1,8.9,15.9,41.0,24.1,0.0,999.9,0,177
1,2021,01,11,2021-01-11,32.4,20.5,1025.4,10.0,2.7,5.1,999.9,41.0,28.0,0.0,999.9,0,238
2,2021,01,12,2021-01-12,37.3,23.0,1019.9,9.4,3.4,6.0,999.9,44.1,28.0,0.0,999.9,0,279
3,2021,01,13,2021-01-13,38.9,22.9,1016.8,8.9,3.0,8.0,17.1,44.1,33.1,0.0,999.9,0,245
4,2021,01,14,2021-01-14,42.9,28.4,1010.5,8.2,1.6,4.1,999.9,48.9,35.1,0.0,999.9,0,253
5,2021,01,15,2021-01-15,41.2,34.4,1013.3,7.0,5.7,12.0,17.1,48.9,37.9,0.0,999.9,0,272
6,2021,01,16,2021-01-16,43.1,37.9,1001.4,8.2,7.2,19.0,26.0,46.9,37.9,1.16,999.9,0,265
7,2021,01,17,2021-01-17,39.3,24.6,1001.0,10.0,7.7,12.0,26.0,46.9,35.1,0.78,999.9,0,210
1,2021,01,18,2021-01-18,41.3,25.6,1006.3,10.0,6.1,9.9,18.1,45.0,35.1,0.0,999.9,0,225
2,2021,01,19,2021-01-19,37.8,23.4,1015.9,10.0,5.7,12.0,22.0,45.0,35.1,0.0,999.9,0,261
3,2021,01,20,2021-01-20,36.6,19.2,1014.4,9.5,5.7,13.0,22.9,43.0,30.9,0.0,999.9,0,253
4,2021,01,21,2021-01-21,32.3,14.3,1010.8,10.0,3.9,9.9,20.0,43.0,25.0,0.02,999.9,0,251
5,2021,01,22,2021-01-22,40.9,21.7,1004.6,10.0,5.7,12.0,25.1,45.0,25.0,0.0,999.9,0,254
6,2021,01,23,2021-01-23,31.6,9.1,1015.3,10.0,9.2,15.0,28.9,45.0,28.0,0.0,999.9,0,251
7,2021,01,24,2021-01-24,26.1,4.3,1021.1,10.0,9.2,14.0,24.1,36.0,21.9,0.0,999.9,0,212
1,2021,01,25,2021-01-25,29.0,9.0,1019.6,10.0,5.0,11.1,17.1,37.0,21.9,0.0,999.9,0,260
2,2021,01,26,2021-01-26,33.3,19.7,1017.0,7.5,6.0,11.1,17.1,37.0,23.0,0.0,999.9,0,263
3,2021,01,27,2021-01-27,34.3,27.2,1014.4,7.4,5.4,11.1,20.0,37.0,30.9,0.1,999.9,0,262
4,2021,01,28,2021-01-28,30.0,13.2,1018.1,10.0,7.2,17.1,32.1,37.0,25.0,0.0,999.9,0,262
5,2021,01,29,2021-01-29,20.4,0.0,1019.3,10.0,12.5,22.9,34.0,34.0,14.0,0.0,999.9,0,291
6,2021,01,30,2021-01-30,22.1,3.3,1024.4,10.0,7.6,14.0,19.0,32.0,14.0,0.0,999.9,0,284
7,2021,01,31,2021-01-31,23.7,9.1,1025.9,9.3,4.8,7.0,14.0,32.0,17.1,0.0,999.9,0,297
1,2021,02,01,2021-02-01,27.0,23.6,1012.1,0.7,11.4,17.1,31.1,33.1,19.9,0.43,999.9,1,239
2,2021,02,02,2021-02-02,32.0,28.5,997.7,2.9,8.8,17.1,27.0,34.0,21.9,1.63,5.1,0,238
3,2021,02,03,2021-02-03,32.2,23.6,998.2,8.7,6.5,9.9,18.1,37.0,28.9,0.04,14.2,0,246
4,2021,02,04,2021-02-04,35.0,19.9,1008.6,10.0,6.7,11.1,19.0,43.0,28.9,0.01,13.0,0,277
5,2021,02,05,2021-02-05,41.1,27.7,1007.4,9.6,3.5,9.9,20.0,46.9,30.9,0.0,11.0,0,326
6,2021,02,06,2021-02-06,39.4,16.7,1013.0,10.0,6.6,13.0,28.9,46.9,34.0,0.07,9.1,0,275
7,2021,02,07,2021-02-07,35.9,21.1,1016.3,6.2,4.5,8.0,999.9,44.1,30.9,0.0,7.1,1,243
1,2021,02,08,2021-02-08,23.7,9.2,1026.4,9.3,6.3,12.0,22.9,39.9,17.1,0.41,5.9,0,301
2,2021,02,09,2021-02-09,29.8,20.2,1025.8,8.4,4.3,7.0,999.9,33.8,26.1,0.0,9.8,0,229
3,2021,02,10,2021-02-10,29.4,16.3,1025.2,9.5,3.9,7.0,999.9,35.1,26.1,0.0,9.1,0,279
4,2021,02,11,2021-02-11,29.5,18.5,1024.5,7.3,5.0,8.9,999.9,34.0,26.1,0.11,9.1,0,299
5,2021,02,12,2021-02-12,25.8,4.7,1026.6,10.0,4.6,9.9,15.9,30.0,19.9,0.1,9.1,0,290
6,2021,02,13,2021-02-13,27.5,5.2,1026.0,10.0,5.6,8.9,15.9,28.9,25.0,0.0,7.9,0,210
7,2021,02,14,2021-02-14,31.2,21.4,1023.0,9.8,4.1,8.9,15.0,37.9,25.0,0.0,7.9,0,184
1,2021,02,15,2021-02-15,33.2,23.8,1022.9,8.9,4.9,8.0,999.9,37.9,27.0,0.0,7.9,0,208
2,2021,02,16,2021-02-16,40.2,34.4,1007.0,5.1,6.2,12.0,24.1,51.1,30.9,0.82,7.1,1,213
3,2021,02,17,2021-02-17,29.7,8.8,1022.8,10.0,7.4,14.0,24.1,51.1,21.9,0.02,5.9,0,239
4,2021,02,18,2021-02-18,28.1,13.5,1030.8,5.9,6.8,12.0,20.0,34.0,21.9,0.0,3.1,1,256
5,2021,02,19,2021-02-19,29.8,26.4,1020.6,3.2,7.3,12.0,18.1,33.8,26.6,0.48,2.0,1,202
6,2021,02,20,2021-02-20,31.4,20.4,1018.3,9.3,5.5,13.0,20.0,34.0,27.0,0.11,5.1,0,257
7,2021,02,21,2021-02-21,29.7,12.9,1029.9,10.0,5.8,12.0,20.0,36.0,24.1,0.0,5.9,0,208
1,2021,02,22,2021-02-22,34.3,22.2,1026.2,7.7,3.3,7.0,18.1,39.0,24.1,0.0,5.1,1,245
2,2021,02,23,2021-02-23,38.8,29.5,1005.3,8.6,4.5,8.0,15.0,45.0,32.0,0.52,3.1,0,240
3,2021,02,24,2021-02-24,45.8,28.5,1013.6,10.0,6.4,11.1,18.1,54.0,36.0,0.01,3.1,0,267
4,2021,02,25,2021-02-25,46.0,23.5,1014.8,10.0,8.2,13.0,27.0,54.0,39.0,0.0,2.0,0,269
5,2021,02,26,2021-02-26,40.1,15.2,1028.3,10.0,3.5,6.0,999.9,50.0,33.1,0.0,999.9,0,301
6,2021,02,27,2021-02-27,43.0,36.0,1025.3,6.8,4.5,8.0,17.1,50.0,33.1,0.06,999.9,0,223
7,2021,02,28,2021-02-28,43.7,34.4,1023.6,9.1,4.1,8.9,15.9,50.0,37.9,0.33,999.9,0,212
1,2021,03,01,2021-03-01,43.4,36.5,1007.6,5.6,5.9,13.0,26.0,48.9,39.9,0.36,999.9,0,224
2,2021,03,02,2021-03-02,29.2,2.6,1018.0,10.0,11.1,19.0,28.9,48.9,21.0,0.02,999.9,0,268
