"","day","temp","dewp","num_collisions"
"221",5,77,71.9,579
"222",6,77.2,62.8,495
"223",7,73.5,53,481
"224",1,74.5,64.2,519
"225",2,73.2,67.2,553
"226",3,68.3,52.3,622
"227",4,68.6,47.5,599
"228",5,70.9,51.5,678
"229",6,72.6,53.5,504
"230",7,72.1,54.6,442
"231",1,72.1,58.2,462
"232",2,76.6,61.9,542
"233",3,80.1,61.4,562
"234",4,75.6,68.8,578
"235",5,75.5,60.8,636
"236",6,72,49.8,527
"237",7,72.8,53.9,459
"238",1,74.5,56.8,521
"239",2,77.8,66.1,507
"240",3,76.4,68,482
"241",4,73.8,67.5,572
"242",5,75.1,64.3,599
"243",6,78.3,68.8,480
"244",7,78.9,70.1,480
"245",1,76.9,71.8,431
"246",2,75.7,64.8,551
"247",3,72.7,54,604
"248",4,73,51.4,493
"249",5,64.7,39.9,525
"250",6,67.8,45.9,585
"251",7,73.7,52.8,500
"252",1,65.3,45.6,632
"253",2,74.9,63.7,629
"254",3,84.4,70.9,576
"255",4,80,69.8,695
"256",5,70.1,61.5,652
"257",6,60.3,44.5,519
"258",7,60.4,43.3,476
"259",1,65.2,51.7,570
"260",2,57.8,38.3,627
"261",3,60,41.9,571
"262",4,64.3,47.4,536
"263",5,67.6,53.9,631
"264",6,67.7,59.5,546
"265",7,65.3,53.6,585
"266",1,57.5,39.8,661
"267",2,58.4,40.3,615
"268",3,62.5,43.4,539
"269",4,63,52.3,516
"270",5,61.8,50.8,553
"271",6,64.1,49.4,547
"272",7,63.7,52.2,506
"273",1,63.1,50.7,605
"274",2,68.2,52.1,616
"275",3,72.7,55.9,647
"276",4,71.7,54.7,590
"277",5,73.5,59.7,658
"278",6,69.5,61.5,497
"279",7,67.2,63.1,404
"280",1,69.6,64.7,618
"281",2,60.8,43.9,574
"282",3,58.3,42.3,529
"283",4,58.4,48.4,559
"284",5,63.3,54.4,621
"285",6,65.2,45.7,556
"286",7,60.3,49.4,502
"287",1,58.2,46.2,440
"288",2,60,49.6,615
"289",3,60.6,51.9,548
"290",4,65.3,58.1,574
"291",5,63.5,47.6,680
"292",6,58.3,42,471
"293",7,57.4,39.6,490
"294",1,57.4,35.5,616
"295",2,59.5,44.8,540
"296",3,51.8,35.1,558
"297",4,47.4,29.5,632
"298",5,46.3,27.4,647
"299",6,47.9,29,626
"300",7,52.1,28.9,512
"301",1,51.5,29.6,620
"302",2,50.2,30,600
"303",3,52.8,39,558
"304",4,59.7,52.7,615
"305",5,66.2,56.7,710
"306",6,61.3,46.6,551
"307",7,49.6,32.9,415
"308",1,39.4,15.9,658
"309",2,46.8,30.4,510
"310",3,54.4,42.1,635
"311",4,57.8,51,646
"312",5,45,26.7,682
"313",6,43.7,24.2,571
"314",7,49.6,31.1,474
"315",1,48.2,25,456
"316",2,42.8,24.9,647
"317",3,33.1,12.9,593
"318",4,40.7,15.2,620
"319",5,50,20.2,617
"320",6,52.3,35.5,612
"321",7,54.6,49.8,532
"322",1,60.4,45.5,611
"323",2,47.1,23.1,600
"324",3,37.5,16,607
"325",4,42.1,24.8,628
"326",5,52.8,43.7,702
"327",6,46.3,27.8,536
"328",7,27.6,4.8,494
"329",1,27.5,6.8,710
"331",3,48.5,44.4,742
"332",4,33.2,13.3,429
"333",5,33.7,13.8,437
"334",6,31.2,14.3,479
"335",7,41.3,28.2,420
"336",1,45.1,32.4,549
"337",2,44.8,34.3,553
"338",3,45.7,34.7,520
"339",4,52.8,47,573
"340",5,52.4,48.3,759
"341",6,38.2,29.1,567
"342",7,31.6,15.6,456
"343",1,34.6,31.2,639
"344",2,35.7,30.2,539
"345",3,30.1,14.1,605
"346",4,26.8,8,648
"347",5,27.8,7.7,695
"348",6,28.2,17.5,690
"349",7,33.1,27.5,450
"350",1,30.3,12.7,640
"351",2,27.3,16,703
"352",3,28.9,18.3,701
"353",4,36.5,20.7,607
"354",5,46.8,28.4,674
"355",6,55.4,44.4,594
"356",7,65.5,55.4,505
"357",1,59.8,54,707
"358",2,38.8,23.9,515
"360",4,31.9,18.7,428
"361",5,35.2,18.7,476
"362",6,43,22,475
"363",7,45.9,30.4,394
"364",1,39.8,29.2,476
"365",2,26,10.4,465
"366",3,28.2,10.7,399
"367",4,28.5,19.6,603
"368",5,15.6,6.7,423
"369",6,15.8,-1.4,418
"371",1,45.6,39.8,518
"372",2,12.3,-8,491
"373",3,12.9,-5.1,616
"374",4,25.3,5.4,561
"375",5,32.3,22.6,667
"376",6,47.7,45.2,465
"377",7,47.6,33.8,388
"378",1,42.7,29.3,568
"379",2,48.3,40,559
"380",3,42.6,37.5,583
"381",4,39.4,32.7,521
"382",5,37.8,23.5,589
"383",6,37.6,26.9,448
"384",7,29.1,16,380
"385",1,39,21.1,360
"387",3,12.3,0,498
"388",4,13.1,-2.3,612
"389",5,14.7,-3.6,705
"390",6,21.8,6.6,475
"391",7,21.4,5.3,465
"392",1,34.8,17.4,511
"393",2,17.8,-7.2,504
"394",3,17.4,-2.4,649
"395",4,21.2,0.2,657
"396",5,30.7,9.9,560
"397",6,39.1,17.2,507
"398",7,45.1,34.2,417
"400",2,28.3,20.9,613
"401",3,31.8,27.5,468
"402",4,27.3,18.7,569
"403",5,27.6,13.5,675
"404",6,25.9,5,424
"405",7,25.5,8.3,450
"406",1,25.1,12.4,678
"407",2,21.7,4.1,636
"408",3,18.9,2.7,640
"409",4,29.9,24.8,447
"410",5,35.5,26.4,792
"411",6,35.6,23.9,516
"412",7,26.6,11.6,464
"413",1,23.7,3.1,491
"414",2,32,18.5,518
"415",3,38.4,28.2,552
"416",4,42.8,26.6,556
"417",5,39.4,36.3,545
"418",6,46,25.8,587
"419",7,48.6,26,414
"420",1,39.1,17,569
"421",2,28.2,9,513
"422",3,27.4,9.3,511
"423",4,24.6,1.3,571
"424",5,16.5,-8,655
"425",6,27.2,5.8,497
"427",1,25.3,7.2,440
"428",2,20.1,-0.1,532
"429",3,31.3,6,491
"430",4,24.5,4.1,558
"431",5,30.2,17.9,533
"432",6,42.8,26.9,515
"433",7,41.4,18.9,404
"434",1,42.3,18.9,513
"435",2,53.6,30.9,510
"436",3,52.5,38.4,515
"437",4,28.7,11.7,545
"438",5,30.5,5.2,585
"439",6,49.9,24.2,519
"440",7,37,10.4,412
"441",1,28.9,2.5,519
"442",2,33.9,7.3,551
"443",3,36.9,27.1,525
"444",4,45.6,34.5,627
"445",5,44.1,18.4,589
"446",6,49.9,25.2,493
"447",7,40.9,17.7,427
"448",1,28,2.8,547
"449",2,32.4,7.4,474
"450",3,33.1,9.4,563
"451",4,30.5,6.5,538
"452",5,48,33.7,530
"453",6,50.7,42.9,569
"454",7,45.3,41.9,437
"455",1,43.5,32.6,559
"456",2,46.8,26.9,549
"457",3,47.3,35.6,519
"458",4,53.6,30.8,592
"459",5,44.4,35.3,622
"460",6,45.8,32.8,580
"461",7,45.3,19.9,484
"462",1,47.2,31.4,533
"463",2,52.6,44.1,606
"464",3,52.2,28.7,595
"465",4,50.5,19.3,645
"466",5,62.1,37.1,609
"467",6,60.4,39.7,578
"468",7,63,42.1,482
"469",1,67.3,52.2,514
"470",2,58.5,53.5,452
"471",3,38.8,22,570
"472",4,41.6,21.3,508
"473",5,41.4,28.1,496
"474",6,52.6,28.3,525
"475",7,52.1,26.1,393
"476",1,52,27.4,521
"477",2,59,44.3,459
"478",3,55.7,38.4,536
"479",4,50.5,18.2,586
"480",5,52.6,19.4,617
"481",6,53,42,548
"482",7,51.9,34.6,449
"483",1,54.5,32.5,597
"484",2,49.7,36.8,555
"485",3,44.2,40.6,651
"486",4,61.1,52.4,650
"487",5,63.4,41.8,698
"488",6,61.3,36.6,590
"489",7,57.6,41,451
"490",1,58.4,29.7,618
"491",2,60.3,28,565
"492",3,59.1,28.5,603
"493",4,55.9,48.7,596
"494",5,58,54.6,584
"495",6,65.6,60.2,549
"496",7,70.1,46.3,584
"497",1,73.8,49.3,581
"498",2,68.5,49.5,560
"499",3,58.2,47.3,638
"500",4,63.1,59.5,659
"501",5,65.9,62.8,700
"502",6,61.6,48.2,619
"503",7,60,36.4,507
"504",1,60.3,32.4,572
"505",2,66.2,36.9,650
"506",3,69.5,45.3,575
"507",4,62.7,56.3,593
"508",5,62.2,56.5,660
"509",6,60.2,54.1,486
"510",7,65.8,51.1,472
"511",1,74.7,48,433
"512",2,78.3,55,645
"513",3,61.5,52.8,538
"514",4,56.3,43.4,663
"515",5,63.3,44.7,650
"516",6,64.2,48.7,587
"517",7,64.8,41.2,604
"518",1,69.7,45.4,643
"519",2,75.3,58.5,663
"520",3,70.8,62.3,582
"521",4,68.1,60,569
"522",5,67.7,47.9,743
"523",6,71,50.9,623
"524",7,75,53.9,516
"525",1,67.4,59.2,528
"526",2,69.5,64.5,569
"527",3,67,60.6,576
"528",4,64.7,59.5,563
"529",5,69.5,65.6,708
"530",6,69,59.3,613
"531",7,67.7,50.3,475
"532",1,72.3,55.3,622
"533",2,77.7,62.1,666
"534",3,83.4,62.7,663
"535",4,74.9,62,675
"536",5,71.8,50.5,765
"537",6,70.4,46.6,557
"538",7,69.8,53.2,477
"539",1,71.8,54.4,644
"540",2,73.1,57.9,632
"541",3,75.4,65.8,646
"542",4,76.6,67.6,670
"543",5,75.1,60.6,660
"544",6,74.5,54.8,611
"545",7,74.4,56.2,537
"546",1,75.7,59.1,610
"547",2,79.1,66.8,616
"548",3,81.3,69.4,658
"549",4,77.3,71.8,740
"550",5,70.4,65.9,360
"551",6,71.4,49.1,505
"552",7,76,52.5,451
"553",1,79.8,61.8,614
"554",2,81.4,66.6,594
"555",3,78.8,65,569
"556",4,75.4,62.1,584
"557",5,76.8,58.4,642
"558",6,76.2,60.5,550
"559",7,75.8,65.2,439
"560",1,75.7,70.8,567
"561",2,75.3,72,587
"562",3,73.3,64.9,551
"563",4,73.6,54.8,587
"564",5,73.4,52.8,624
"565",6,72.2,51.3,480
"566",7,71.9,58.5,451
"567",1,73.9,60.3,557
"568",2,77,63.5,587
"569",3,79.7,66.9,591
"570",4,75.1,63.6,539
"571",5,73.7,53.4,653
"572",6,73.9,59.9,534
"573",7,77,67,476
"574",1,75.8,65.3,595
"575",2,69.6,52.5,526
"576",3,70.8,51.2,605
"577",4,73.5,57.3,626
"578",5,75.5,65.2,667
"579",6,70.4,61.8,540
"580",7,69.5,62.3,476
"581",1,75,64.7,589
"582",2,78.6,61.8,606
"583",3,76.3,60.3,562
"584",4,74.4,52.5,585
"585",5,73.2,51.2,601
"586",6,76,52.8,538
"587",7,77.5,56.1,512
"588",1,77.5,56.2,604
"589",2,74.4,64.9,491
"590",3,72.5,66.3,572
"591",4,70.9,52.5,625
"592",5,68,48.8,522
"593",6,70.3,50.5,490
"594",7,73.6,54.5,476
"595",1,72,52.3,595
"596",2,72.2,56.5,516
"597",3,75.1,60.5,551
"598",4,73.9,60.3,567
"599",5,70.6,62.7,568
"600",6,70.4,58.2,454
"601",7,70.7,58.4,437
"602",1,74.3,57.8,549
"603",2,77.7,61.6,608
"604",3,78.5,60.9,538
"605",4,76.4,56.2,618
"606",5,69.6,48.9,631
"607",6,71.4,56.4,510
"608",7,77,66.9,495
"609",1,79.3,70.6,392
"610",2,83.5,69.5,700
"611",3,79.4,59.5,580
"612",4,77.9,56.9,727
"613",5,78.2,67.8,647
"614",6,80.9,70.9,553
"615",7,72.6,57.5,477
"616",1,70.1,52.2,598
"617",2,68.1,56,592
"618",3,69.4,56.7,618
"619",4,73.9,63.5,619
"620",5,70.1,52.7,730
"621",6,63.9,52.7,558
"622",7,60.9,48.3,528
"623",1,62.8,43.4,610
"624",2,63.5,53.5,613
"625",3,64.3,45.5,658
"626",4,65.8,47.4,650
"627",5,61.6,44.5,648
"628",6,65,52.7,594
"629",7,70.2,65,515
"630",1,67.3,52.7,662
"631",2,60.1,40.1,592
"632",3,64.1,52.3,566
"633",4,61.7,53.7,491
"634",5,66.2,51.3,643
"635",6,70.7,53.4,600
"636",7,73.1,57.4,512
"637",1,72.4,57.9,566
"638",2,68.8,57.9,589
"639",3,63.2,57.1,559
"640",4,63.5,54.1,558
"641",5,62.9,50.7,719
"642",6,64.2,57.1,531
"643",7,53.1,34.7,505
"644",1,58.6,42.1,639
"645",2,66.2,52.6,620
"646",3,66.7,53,639
"647",4,62.6,37.8,499
"648",5,58.7,37,541
"649",6,54.9,46.5,546
"650",7,54,41.1,473
"651",1,58.7,47.7,451
"652",2,67.9,61.3,697
"653",3,71.4,64.8,575
"654",4,68.8,63.8,602
"655",5,64.6,51.4,648
"656",6,63.8,50.3,494
"657",7,53.4,34.4,483
"658",1,49.4,30.9,591
"659",2,60.2,46.2,607
"660",3,55.5,51.2,708
"661",4,51.4,46.9,639
"662",5,54.7,43.3,669
"663",6,58.1,39.2,515
"664",7,58.4,38.6,515
"665",1,56,35.6,642
"666",2,60.6,44,571
"667",3,64.5,52.4,556
"668",4,52.5,40.3,626
"669",5,49.9,34.8,668
"670",6,46.5,39.1,656
"671",7,44.1,28.1,532
"672",1,47.6,22.7,625
"673",2,59.5,23.7,538
"674",3,60.4,36.4,554
"675",4,52,42.2,652
"676",5,49,38.5,641
"677",6,41.9,24.7,543
"678",7,50,32,419
"679",1,51.9,32.5,560
"680",2,56.4,47.7,493
"681",3,59.5,52.6,546
"682",4,45.1,30.1,696
"683",5,38.6,26,654
"684",6,37.2,17.3,529
"685",7,40,20.4,429
"686",1,43.7,38.2,666
"687",2,35.4,16.3,712
"688",3,26.7,4.5,633
"689",4,38.2,16.3,635
"690",5,32.3,8.1,677
"691",6,34.3,11.1,512
"692",7,47.4,22.2,425
"693",1,60.7,53.2,722
"694",2,60,40.4,599
"695",3,42.9,30.4,742
"696",4,36.3,30.3,378
"697",5,33.5,19.6,444
"698",6,31.4,12.7,394
"699",7,47.5,30.7,377
"700",1,55.4,40.5,644
"701",2,39.4,26.8,611
"702",3,43.8,39.6,569
"703",4,41.2,22.5,606
"704",5,38.4,26,673
"705",6,44.8,42,628
"706",7,38.2,24.6,493
"707",1,29.2,11.1,579
"708",2,38.2,33.7,645
"709",3,37.7,32.7,649
"710",4,34.1,22.5,669
"711",5,34.5,21,687
"712",6,37.5,23.7,594
"713",7,41,28.3,439
"714",1,41.6,28.7,720
"715",2,43.2,35.2,645
"716",3,47.4,39.7,555
"717",4,40.7,24.2,621
"718",5,36.2,21.6,652
"719",6,31.7,19.1,505
"720",7,32.4,23.2,409
"721",1,37.4,31.8,566
"722",2,44.4,41.8,732
"723",3,45.5,44.1,519
"725",5,44.9,27.6,446
"726",6,47.7,30.1,406
"728",1,41.4,21.6,411
"729",2,32.5,14.6,469
"730",3,29.4,8.5,461
"731",4,31.4,8.1,395
"732",5,38.7,16.1,442
"733",6,35.5,22.4,456
"734",7,45.4,42.3,381
"735",1,40.9,19.1,498
"736",2,21,4.8,777
"737",3,20.7,5.7,538
"738",4,13,-6.2,573
"739",5,24.9,7.5,751
"740",6,21.1,-0.3,481
"742",1,36.9,23.7,580
"743",2,29.5,17.3,613
"744",3,22.8,9.5,506
"745",4,29.5,16.3,548
"746",5,33.4,14.9,563
"747",6,22.2,1.8,495
"749",1,39.2,27.9,496
"750",2,37.5,20.2,500
"751",3,31.4,8.9,495
"752",4,34.4,19,508
"753",5,32.7,15.6,598
"754",6,35.4,29.3,428
"755",7,37.8,20,406
"756",1,26.5,12.7,484
"758",3,23.6,3.8,458
"759",4,26.6,6.5,519
"760",5,34.2,23,622
"761",6,19.6,-0.2,526
"762",7,27.6,11.4,361
"763",1,29.9,25,680
"764",2,18.1,7.6,740
"765",3,31.2,17.3,585
"766",4,33.8,16.1,569
"767",5,17.9,-1.5,652
"768",6,29.8,12.6,449
"769",7,35.1,27.6,394
"770",1,27.7,21,547
"771",2,30,19.3,571
"772",3,28.3,12.2,610
"773",4,32.3,19.4,526
"774",5,16.1,-4.7,757
"775",6,23.4,4.9,436
"776",7,18.9,4.1,454
"777",1,9.8,-11.8,402
"778",2,20.2,5,620
"779",3,24.9,10.3,626
"780",4,20.9,2.1,515
"781",5,10,-11.1,621
"782",6,20.5,3.2,517
"783",7,34.3,28.2,519
"784",1,28.2,8.4,574
"785",2,12.1,-6.8,580
"786",3,27.6,9.5,628
"787",4,26.8,8.2,539
"788",5,23.2,5,703
"789",6,21.5,-1.9,538
"790",7,27.2,7,693
"791",1,32.4,19.1,650
"792",2,28.2,11.9,631
"793",3,38.5,33,574
"794",4,30.3,27.2,830
"796",6,26.1,8.7,578
"797",7,41.4,21.3,464
"798",1,46.6,23,661
"799",2,47.2,30.1,584
"800",3,48.8,39.6,565
"801",4,45.1,11,586
"802",5,37.6,4.8,609
"803",6,44,37.5,507
"804",7,42.4,31.3,459
"805",1,40.7,23.7,529
"806",2,49.7,31.1,528
"807",3,33.9,8.7,547
"808",4,34,5.1,582
"809",5,34.5,12.3,570
"810",6,33.7,27.5,507
"811",7,39.1,16.9,432
"812",1,30.3,4.3,586
"813",2,33.8,5.9,601
"814",3,39.9,20.1,538
"815",4,46.9,42.5,525
"816",5,43.9,36.6,532
"817",6,37.2,21.1,459
"818",7,33.4,6.3,505
"819",1,43.3,20.5,556
"820",2,42.2,27.9,628
"821",3,38.9,22.1,648
"822",4,51.8,21.2,653
"823",5,61.1,43.9,491
"824",6,52.9,35.8,507
"825",7,49.3,20.8,422
"826",1,50.8,34.8,510
"827",2,54.9,41,452
"828",3,42.3,32.8,457
"829",4,38.8,33.5,452
"830",5,44.6,41.3,486
"831",6,54.1,34.6,576
"832",7,51.3,26.1,443
"833",1,57.7,35.7,554
"834",2,60.7,41.5,542
"835",3,61,22.9,595
"836",4,58,21,560
"837",5,60.5,48.6,679
"838",6,68,43.4,605
"839",7,58.7,27.8,471
"840",1,51.1,45.5,630
"841",2,56.3,44.9,645
"842",3,57.7,34.7,568
"843",4,46.8,26.5,612
"844",5,43.5,17.9,676
"845",6,47,21.2,592
"846",7,54.1,27.4,477
"847",1,54.5,29.2,558
"848",2,59,34.1,613
"849",3,64.9,36.8,679
"850",4,55.6,38.9,640
"851",5,53.6,38.7,642
"852",6,55.1,40.1,540
"853",7,61.6,36.8,555
"854",1,70.1,44,641
"855",2,73.7,48.8,638
"856",3,68.1,42.9,568
"857",4,66.2,43.2,684
"858",5,66.9,51.7,709
"859",6,62.3,54.7,560
"860",7,70,60.5,549
"861",1,75.3,65,645
"862",2,75.6,61.1,684
"863",3,64.5,39.8,655
"864",4,60,32.8,654
"865",5,63.1,39.2,723
"866",6,65.4,52.4,650
"867",7,72.2,63.7,543
"868",1,67.2,58.5,566
"869",2,65.2,57.3,606
"870",3,62,42.6,666
"871",4,56.7,36.2,615
"872",5,62.1,41,727
"873",6,59.3,28.3,546
"874",7,66.2,41.2,432
"875",1,73.8,53.8,420
"876",2,76.1,57.5,686
"877",3,75.7,63.3,697
"878",4,75.9,65.9,682
"879",5,73.6,53.9,813
"880",6,73.5,62.1,622
"881",7,74.4,63.8,555
"882",1,58,55,691
"883",2,52.4,49.4,642
"884",3,58,49.6,658
"885",4,58,48.1,552
"886",5,59.4,51,692
"887",6,65.9,53.9,598
"888",7,65,40.3,559
"889",1,68.6,55.2,634
"890",2,73.7,63.4,652
"891",3,74,55.9,667
"892",4,79.6,62.3,666
"893",5,81.6,63.9,451
"894",6,81.4,61.3,395
"895",7,77.9,57.4,578
"896",1,70.8,65.6,506
"897",2,69.9,64.5,593
"898",3,73.3,58.7,706
"899",4,66.8,58.2,615
"900",5,74.6,62.5,732
"901",6,70.1,57.4,505
"902",7,76.3,67.8,620
"903",1,78.3,62.1,774
"904",2,82.1,66.8,703
"905",3,76.7,57.5,778
"906",4,75,50.4,670
"907",5,74.4,57.6,774
"908",6,67.7,56,595
"909",7,64.3,60,535
"910",1,70.3,55.2,662
"911",2,74.5,58,622
"912",3,75,65.1,683
"913",4,74.7,57.9,603
"914",5,73.5,54.4,549
"915",6,72,57.9,389
"916",7,74.6,58.9,467
"917",1,76.8,64.9,598
"918",2,78.7,69.7,646
"919",3,80.5,69.2,620
"920",4,74.7,64.2,567
"921",5,76.1,62.7,709
"922",6,78.7,55.6,597
"923",7,79.9,59.1,521
"924",1,79.5,60.6,668
"925",2,75.3,64.9,657
"926",3,77,70,611
"927",4,72.8,49.1,686
"928",5,72.5,57.8,659
"929",6,76.2,66.1,561
"930",7,84.9,70.2,545
"931",1,88,68.8,727
"932",2,83.7,64.7,606
"933",3,77.3,53.4,618
"934",4,76.7,49,623
"935",5,77.8,49,490
"936",6,78.2,54.5,451
"937",7,79.8,61.4,551
"938",1,78.5,65.3,626
"939",2,82.7,65.1,643
"940",3,85.4,65.7,629
"941",4,80.5,71.9,717
"942",5,80.5,61.4,753
"943",6,81.6,57.2,668
"944",7,79.9,55.9,550
"945",1,81.3,60,705
"946",2,80.7,61.2,666
"947",3,79.3,55.3,619
"948",4,75.6,52.2,630
"949",5,76.4,53.9,726
"950",6,74.7,55.3,545
"951",7,75,57,489
"952",1,74.9,60,611
"953",2,74.9,66.5,601
"954",3,77,59.7,643
"955",4,75.4,53.9,714
"956",5,77.1,53.2,729
"957",6,80.7,60.6,582
"958",7,82.8,63.9,552
"959",1,84.4,64.9,592
"960",2,81.8,67,623
"961",3,80,70.1,594
"962",4,80.5,70.1,600
"963",5,78.7,65,753
"964",6,76.9,53.1,581
"965",7,76,60.3,492
"966",1,78.2,64.3,575
"967",2,80.9,64.3,595
"968",3,76,51.4,606
"969",4,73.8,52.5,614
